location_id,sensors_id,location,datetime,lat,lon,parameter,units,value,year,month,measurand
65623,402156,IRC-60621,2023-02-07T02:40:49-01:00,22.316,39.092,pm10,µg/m³,11.6,2023,2,
65623,402156,IRC-60621,2023-02-07T02:42:49-01:00,22.316,39.092,pm10,µg/m³,9.2,2023,2,
65623,402156,IRC-60621,2023-02-07T02:44:49-01:00,22.316,39.092,pm10,µg/m³,9.4,2023,2,
65623,402156,IRC-60621,2023-02-07T02:46:49-01:00,22.316,39.092,pm10,µg/m³,8.2,2023,2,
65623,402156,IRC-60621,2023-02-07T02:48:49-01:00,22.316,39.092,pm10,µg/m³,8.9,2023,2,
65623,402156,IRC-60621,2023-02-07T02:50:49-01:00,22.316,39.092,pm10,µg/m³,9,2023,2,
65623,402156,IRC-60621,2023-02-07T02:52:49-01:00,22.316,39.092,pm10,µg/m³,9.6,2023,2,
65623,402156,IRC-60621,2023-02-07T02:54:49-01:00,22.316,39.092,pm10,µg/m³,8.9,2023,2,
65623,402156,IRC-60621,2023-02-07T02:56:49-01:00,22.316,39.092,pm10,µg/m³,8.9,2023,2,
65623,402156,IRC-60621,2023-02-07T02:58:49-01:00,22.316,39.092,pm10,µg/m³,9.8,2023,2,
65623,402156,IRC-60621,2023-02-07T03:00:49-01:00,22.316,39.092,pm10,µg/m³,9.5,2023,2,
65623,402156,IRC-60621,2023-02-07T03:02:49-01:00,22.316,39.092,pm10,µg/m³,12.8,2023,2,
65623,402156,IRC-60621,2023-02-07T03:04:49-01:00,22.316,39.092,pm10,µg/m³,9.9,2023,2,
65623,402156,IRC-60621,2023-02-07T03:06:49-01:00,22.316,39.092,pm10,µg/m³,11.5,2023,2,
65623,402156,IRC-60621,2023-02-07T03:08:49-01:00,22.316,39.092,pm10,µg/m³,12.7,2023,2,
65623,402156,IRC-60621,2023-02-07T03:10:49-01:00,22.316,39.092,pm10,µg/m³,10.6,2023,2,
65623,402156,IRC-60621,2023-02-07T03:12:49-01:00,22.316,39.092,pm10,µg/m³,11.8,2023,2,
65623,402156,IRC-60621,2023-02-07T03:14:50-01:00,22.316,39.092,pm10,µg/m³,10.9,2023,2,
65623,402156,IRC-60621,2023-02-07T03:16:50-01:00,22.316,39.092,pm10,µg/m³,12.4,2023,2,
65623,402156,IRC-60621,2023-02-07T03:18:50-01:00,22.316,39.092,pm10,µg/m³,10.9,2023,2,
65623,402156,IRC-60621,2023-02-07T03:20:50-01:00,22.316,39.092,pm10,µg/m³,10.8,2023,2,
65623,402156,IRC-60621,2023-02-07T03:24:50-01:00,22.316,39.092,pm10,µg/m³,10.7,2023,2,
